"","ID","Atease","Calm","Relaxed","Drowsy","Sluggish","Tired","Content","Pleased","Happy","Alert","Aroused","Hyperactivated","Miserable","Troubled","Unhappy","Sleepy","Quiet","Still","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Active","Alone","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"69",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",177,0.191958006526483,0.191958006526483,0.194867192030904,0.218859209646924,0.204124145231931,0.21392541049574,0.191958006526483,0.276941647103279,0.204194813104996,0.144437489474343,0.273428946410206,0.210526315789474,0.118421052631579,0.282205402493779,0.279585912643102,0.296369226430283,0.189613739659801,0.170291830336116,0.130919399619292,0.0263157894736842,0.28515518769803,0.0131578947368421,0.367911615204021,0.49922030620501,0.342737270463976,0.411907259013119,0.14691345810916,0.389734384061808,0.092105263157895,0.298455163742467,0.052631578947369,0.0962417028837356,0.235865432627171,0.266210366763044,0.173979679564024,0.132562116313223,0.131578947368421,0.171052631578947
"74",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",186,0.117851134180903,0.317319937125603,0.0833639762355496,0.172356990235907,0.188395043410542,0.161978516868389,0.0277267087433187,0.131737269773247,0.125756255156764,0.13027844023003,0.185281076740561,0.195427459198271,0.11109038195643,0.134639121328408,0.0833177137990528,0.186339000693398,0.144337567297406,0.191443270692685,0.111088868915235,0.08331801188502,0.134639123104728,0.111091288760568,0.0555453412566506,0.0555459475039171,0.195427266005826,0.138862446342593,0.0555453412567388,0.134638029059781,0.130271523911869,0.244547966832971,0.130271911385555,0.176773014387558,0.185293232957162,0.10205581861716,0.125766420638338,0.322142801705974,0.0941998246535989,0.125771495629776
"76",189,0.0263157894736843,0.0657894736842107,0.0263157894736843,0.0131578947368423,0.0131578947368423,0.0394736842105264,0.0394736842105264,0.0394736842105264,0.0131578947368423,0.0131578947368423,0.0131578947368421,0.0921052631578949,0.0789473684210528,0.0526315789473685,0.0789473684210528,0.0131578947368423,0.0394736842105264,0.0394736842105264,0.0921052631578949,0.0789473684210528,0.0526315789473686,0.0263157894736841,0.0921052631578949,0.0526315789473686,0.0394736842105264,0.0263157894736843,0.0657894736842107,0.0789473684210528,0.0394736842105264,0.0263157894736841,0.0263157894736843,0.0263157894736843,0.0131578947368423,0.0131578947368423,0.0394736842105264,0.0657894736842107,0.0263157894736843,0.0657894736842107
"77",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",193,0.220792330159486,0.183764280960859,0.314374067286288,0.11951771849018,0.168943450473353,0.246170870275447,0.353100169468928,0.431176530590666,0.392331055177221,0.174541585733897,0.360750635784776,0.282500241151554,0.121338180830113,0.281059634056844,0.241081525585676,0.164852847160524,0.341495736337878,0.256039149497082,0.181612506543661,0.227688909068769,0.30453944186303,0.285340154389117,0.199473939538521,0.299009033158736,0.152524324854872,0.34435499506559,0.0871553469009367,0.378452138288421,0.327406145703856,0.25671535261555,0.231217206287136,0.294018593913464,0.357700315197103,0.258013386188258,0.586182349617004,0.217806144051646,0.44905856312311,0.218909037542231
